ques,diff
8593,7
8594,4
8595,8
8596,5
8597,6
8598,6
8599,4
8600,8
8601,9
8602,8
8603,9
8604,8
8605,7
8606,7
8607,5
8608,8
8609,7
8610,10
8611,6
8612,9
8613,8
8614,5
8615,3
8616,10
8617,7
8618,10
8619,6
8620,5
8621,5
8622,7
8623,4
8624,4
8625,5
8626,7
8627,6
8628,7
8629,8
8630,10
8631,10
8632,5
8633,9
8634,5
8635,6
8636,4
8637,7
8638,6
8639,6
8640,6
8641,5
8642,9
8643,6
8644,6
8645,10
8646,4
8647,5
8648,5
8649,5
8650,5
8651,5
8652,3
8653,7
8654,3
8655,4
8656,5
8657,8
8658,2
8659,6
8660,10
8661,10
8662,7
8663,7
8664,8
8665,10
8666,5
8667,5
8668,5
8669,7
8670,6
8671,7
8672,10
8673,8
8674,5
8675,5
8676,6
8677,7
8678,10
8679,7
8680,5
8681,5
8682,10
8683,5
8684,5
8685,10
8686,6
8687,3
8688,5
8689,9
8690,10
8691,10
8692,3
8693,10
8694,10
8695,7
8696,10
8697,5
8698,7
8699,6
8700,7
8701,7
8702,5
8703,5
8704,7
8705,8
8706,5
8707,7
8708,6
8709,5
8710,5
8711,10
8712,5
8713,10
8714,5
8715,5
8716,10
8717,10
8718,5
8719,7
8720,10
8721,7
8722,5
8723,5
8724,5
8725,7
8726,10
8727,6
8728,5
8729,10
8730,10
8731,10
8732,5
8733,5
8734,8
8735,6
8736,10
8737,7
8738,8
8739,5
8740,10
8741,5
8742,6
8743,10
8744,8
8745,3
8746,7
8747,4
8748,8
8749,10
8750,5
8751,7
8752,9
8753,7
8754,5
8755,10
8756,7
8757,6
8758,8
8759,6
8760,6
8761,7
8762,4
8763,7
8764,6
8765,6
8766,7
8767,7
8768,5
8769,7
8770,9
8771,9
8772,7
8773,6
8774,8
8775,2
8776,7
8777,5
8778,5
8779,5
8780,8
8781,8
8782,9
8783,6
8784,7
8785,10
8786,10
8787,5
8788,6
8789,7
8790,10
8791,10
8792,10
8793,6
8794,9
8795,7
8796,0
8797,1
8798,7
8799,7
8800,2
8801,8
8802,2
8803,7
8804,6
8805,0
8806,6
8807,6
8808,6
8809,5
8810,6
8811,10
8812,5
8813,5
8814,5
8815,5
8816,5
8817,7
8818,5
8819,3
8820,10
8821,7
8822,5
8823,8
8824,10
8825,6
8826,8
8827,6
8828,6
8829,8
8830,5
8831,10
8832,9
8833,8
8834,8
8835,6
8836,6
8837,5
8838,7
8839,5
8840,2
8841,5
8842,3
8843,5
8844,9
8845,5
8846,8
8847,5
8848,5
8849,5
8850,5
8851,5
8852,5
8853,5
8854,3
8855,5
8856,7
8857,10
8858,4
8859,8
8860,7
8861,6
8862,6
8863,9
8864,10
8865,7
8866,5
8867,5
8868,7
8869,7
8870,8
8871,5
8872,10
8873,6
8874,3
8875,5
8876,5
8877,8
8878,4
8879,6
8880,10
8881,5
8882,7
8883,8
8884,10
8885,9
8886,8
8887,4
8888,5
8889,3
8890,5
8891,6
8892,6
8893,6
8894,5
8895,8
8896,3
8897,6
8898,3
8899,8
8900,8
8901,2
8902,6
8903,5
8904,5
8905,5
8906,10
8907,2
8908,8
8909,7
8910,6
8911,7
8912,10
8913,6
8914,10
8915,9
8916,7
8917,6
8918,2
8919,8
8920,6
8921,3
8922,1
8923,5
8924,8
8925,7
8926,5
8927,4
8928,7
8929,5
8930,2
8931,7
8932,8
8933,7
8934,8
8935,3
8936,4
8937,1
8938,4
8939,1
8940,7
8941,5
8942,0
8943,6
8944,7
8945,3
8946,4
8947,6
8948,7
8949,5
8950,3
8951,1
8952,3
8953,10
8954,5
8955,7
8956,3
8957,6
8958,3
8959,3
8960,7
8961,1
8962,5
8963,10
8964,2
8965,3
8966,7
8967,4
8968,4
8969,2
8970,4
8971,9
8972,0
8973,4
8974,9
8975,8
8976,5
8977,3
8978,2
8979,8
8980,0
8981,5
8982,2
8983,4
8984,2
8985,2
8986,5
8987,10
8988,0
8989,4
8990,10
8991,3
8992,8
8993,2
8994,6
8995,2
8996,10
8997,0
8998,6
8999,5
9000,3
9001,7
9002,8
9003,5
9004,2
9005,7
9006,1
9007,10
9008,6
9009,1
9010,8
9011,8
9012,6
9013,7
9014,10
9015,6
9016,5
9017,4
9018,10
9019,5
9020,8
9021,3
9022,10
9023,5
9024,5
9025,5
9026,4
9027,3
9028,2
9029,3
9030,5
9031,3
9032,4
9033,3
9034,6
9035,6
9036,3
9037,10
9038,8
9039,3
9040,5
9041,5
9042,1
9043,6
9044,4
9045,3
9046,8
9047,5
9048,7
9049,7
9050,5
9051,5
9052,5
9053,5
9054,5
9055,5
9056,7
9057,5
9058,8
9059,3
9060,8
9061,5
9062,7
9063,1
9064,4
9065,5
9066,8
9067,3
9068,3
9069,10
9070,4
9071,5
9072,3
9073,3
9074,1
9075,5
9076,8
9077,3
9078,3
9079,3
9080,7
9081,3
9082,3
9083,4
9084,5
9085,4
9086,2
9087,6
9088,4
9089,4
9090,3
9091,3
9092,4
9093,5
9094,5
9095,6
9096,5
9097,6
9098,7
9099,7
9100,7
9101,7
9102,8
9103,7
9104,8
9105,8
9106,7
9107,8
9108,8
9109,7
9110,6
9111,8
9112,8
9113,9
9114,8
9115,8
9116,9
9117,8
9118,8
9119,8
9120,7
9121,8
9122,6
9123,9
9124,8
9125,8
9126,8
9127,5
9128,8
9129,5
9130,10
9131,2
9132,2
9133,7
9134,10
9135,5
9136,10
9137,3
9138,10
9139,3
9140,7
9141,4
9142,8
9143,8
9144,6
9145,5
9146,5
9147,4
9148,4
9149,4
9150,6
9151,7
9152,10
9153,7
9154,3
9155,6
9156,10
9157,6
9158,7
9159,4
9160,3
9161,8
9162,5
9163,5
9164,10
9165,7
9166,7
9167,7
9168,7
9169,5
9170,8
9171,5
9172,6
9173,10
9174,4
9175,8
9176,5
9177,6
9178,3
9179,7
9180,4
9181,5
9182,10
9183,2
9184,8
9185,3
9186,6
9187,5
9188,5
9189,9
9190,10
9191,4
9192,6
9193,4
9194,5
9195,5
9196,7
9197,6
9198,7
9199,10
9200,5
9201,2
9202,10
9203,7
9204,10
9205,10
9206,8
9207,1
9208,10
9209,9
9210,9
9211,6
9212,8
9213,10
9214,2
9215,8
9216,3
9217,10
9218,6
9219,0
9220,6
9221,8
9222,3
9223,10
9224,5
9225,10
9226,8
9227,9
9228,5
9229,4
9230,10
9231,6
9232,5
9233,10
9234,6
9235,6
9236,6
9237,1
9238,8
9239,2
9240,10
9241,10
9242,6
9243,10
9244,8
9245,7
9246,2
9247,4
9248,10
9249,5
9250,4
9251,10
9252,9
9253,4
9254,10
9255,6
9256,3
9257,2
9258,4
9259,3
9260,10
9261,10
9262,10
9263,10
9264,5
9265,10
9266,3
9267,7
9268,5
9269,5
9270,3
9271,8
9272,10
9273,5
9274,7
9275,8
9276,9
9277,10
9278,10
9279,8
9280,4
9281,3
9282,10
9283,0
9284,5
9285,7
9286,8
9287,8
9288,6
9289,10
9290,4
9291,6
9292,6
9293,7
9294,8
9295,10
9296,10
9297,10
9298,8
9299,10
9300,8
9301,7
9302,10
9303,8
9304,8
9305,8
9306,10
9307,6
9308,9
9309,7
9310,10
9311,6
9312,8
9313,8
9314,7
9315,9
9316,6
9317,6
9318,7
9319,7
9320,8
9321,7
9322,5
9323,6
9324,8
9325,4
9326,3
9327,6
9328,5
9329,10
9330,6
9331,5
9332,7
9333,7
9334,6
9335,7
9336,6
9337,7
9338,7
9339,6
9340,5
9341,2
9342,5
9343,6
9344,2
9345,10
9346,5
9347,7
9348,5
9349,3
9350,7
9351,10
9352,8
9353,8
9354,5
9355,10
9356,9
9357,10
9358,6
9359,7
9360,9
9361,8
9362,7
9363,5
9364,10
9365,5
9366,10
9367,5
9368,8
9369,10
9370,5
9371,10
9372,5
9373,5
9374,10
9375,4
9376,5
9377,10
9378,5
9379,8
9380,7
9381,7
9382,10
9383,4
9384,8
9385,7
9386,7
9387,7
9388,1
9389,5
9390,2
9391,5
9392,5
9393,7
9394,6
9395,5
9396,4
9397,6
9398,5
9399,4
9400,6
9401,6
9402,3
9403,6
9404,6
9405,7
9406,7
9407,5
9408,6
9409,8
9410,8
9411,9
9412,9
9413,4
9414,8
9415,8
9416,8
9417,9
9418,7
9419,9
9420,4
9421,5
9422,8
9423,7
9424,6
9425,8
9426,9
9427,5
9428,9
9429,6
9430,4
9431,6
9432,4
9433,5
9434,8
9435,6
9436,9
9437,5
9438,6
9439,8
9440,4
9441,8
9442,5
9443,4
9444,2
9445,6
9446,3
9447,2
9448,5
9449,5
9450,7
9451,9
9452,3
9453,5
9454,8
9455,6
9456,4
9457,5
9458,7
9459,8
9460,3
9461,7
9462,9
9463,8
9464,2
9465,8
9466,7
9467,5
9468,6
9469,5
9470,10
9471,6
9472,5
9473,10
9474,10
9475,6
9476,5
9477,10
9478,10
9479,4
9480,6
9481,8
9482,5
9483,5
9484,7
9485,10
9486,5
9487,10
9488,5
9489,10
9490,5
9491,10
9492,10
9493,7
9494,4
9495,9
9496,9
9497,8
9498,8
9499,8
9500,5
9501,6
9502,9
9503,9
9504,4
9505,7
9506,5
9507,10
9508,6
9509,10
9510,5
9511,5
9512,6
9513,2
9514,2
9515,5
9516,5
9517,10
9518,5
9519,4
9520,10
9521,8
9522,6
9523,10
9524,5
9525,10
9526,7
9527,10
9528,4
9529,7
9530,2
9531,5
9532,3
9533,5
9534,6
9535,0
9536,5
9537,2
9538,6
9539,0
9540,6
9541,5
9542,7
9543,0
9544,5
9545,10
9546,8
9547,6
9548,6
9549,7
9550,10
9551,7
9552,8
9553,10
9554,5
9555,5
9556,5
9557,5
9558,4
9559,5
9560,0
9561,8
9562,6
9563,10
9564,5
9565,5
9566,5
9567,6
9568,10
9569,5
9570,5
9571,5
9572,5
9573,3
9574,8
9575,10
9576,4
9577,5
9578,0
9579,5
9580,5
9581,1
9582,7
9583,4
9584,6
9585,5
9586,4
9587,7
9588,10
9589,4
9590,1
9591,10
9592,7
9593,6
9594,5
9595,6
9596,5
9597,5
9598,6
9599,7
9600,6
9601,8
9602,6
9603,10
9604,6
9605,6
9606,6
9607,6
9608,0
9609,5
9610,2
9611,3
9612,10
9613,7
9614,5
9615,10
9616,7
9617,5
9618,5
9619,6
9620,5
9621,5
9622,5
9623,5
9624,10
9625,0
9626,3
9627,7
9628,5
9629,5
9630,8
9631,8
9632,8
9633,2
9634,8
9635,9
9636,10
9637,9
9638,10
9639,8
9640,8
9641,10
9642,6
9643,5
9644,10
9645,7
9646,7
9647,6
9648,7
9649,2
9650,6
9651,0
9652,8
9653,8
9654,7
9655,5
9656,4
9657,8
9658,10
9659,5
9660,8
9661,10
9662,8
9663,8
9664,6
9665,7
9666,1
9667,7
9668,5
9669,4
9670,3
9671,6
9672,6
9673,6
9674,3
9675,6
9676,8
9677,7
9678,2
9679,4
9680,5
9681,5
9682,4
9683,10
9684,2
9685,7
9686,5
9687,5
9688,5
9689,8
9690,6
9691,9
9692,8
9693,5
9694,2
9695,7
9696,10
9697,7
9698,6
9699,7
9700,7
9701,10
9702,7
9703,10
9704,5
9705,5
9706,6
9707,6
9708,10
9709,2
9710,5
9711,3
9712,8
9713,2
9714,8
9715,6
9716,8
9717,3
9718,6
9719,10
9720,0
9721,5
9722,6
9723,10
9724,7
9725,10
9726,7
9727,5
9728,8
9729,3
9730,10
9731,8
9732,6
9733,5
9734,5
9735,8
9736,4
9737,5
9738,6
9739,3
9740,6
9741,6
9742,5
9743,5
9744,10
9745,8
9746,4
9747,7
9748,6
9749,0
9750,5
9751,4
9752,5
9753,6
9754,10
9755,6
9756,5
9757,8
9758,5
9759,5
9760,5
9761,10
9762,10
9763,5
9764,5
9765,7
9766,8
9767,7
9768,9
9769,6
9770,4
9771,5
9772,4
9773,4
9774,9
9775,9
9776,10
9777,5
9778,6
9779,7
9780,8
9781,10
9782,10
9783,10
9784,3
9785,8
9786,3
9787,8
9788,10
9789,3
9790,5
9791,10
9792,8
9793,8
9794,7
9795,10
9796,6
9797,7
9798,3
9799,5
9800,3
9801,5
9802,10
9803,10
9804,4
9805,7
9806,5
9807,3
9808,9
9809,7
9810,7
9811,5
9812,5
9813,8
9814,6
9815,7
9816,7
9817,7
9818,6
9819,8
9820,6
9821,6
9822,5
9823,6
9824,8
9825,6
9826,5
9827,8
9828,7
9829,5
9830,7
9831,7
9832,10
9833,8
9834,8
9835,6
9836,8
9837,9
9838,7
9839,9
9840,6
9841,5
9842,7
9843,6
9844,7
9845,8
9846,6
9847,5
9848,6
9849,7
9850,3
9851,6
9852,8
9853,6
9854,8
9855,8
9856,5
9857,7
9858,7
9859,7
9860,7
9861,7
9862,6
9863,10
9864,7
9865,7
9866,6
9867,7
9868,5
9869,7
9870,8
9871,8
9872,9
9873,9
9874,8
9875,5
9876,8
9877,8
9878,9
9879,7
9880,7
9881,2
9882,8
9883,5
9884,7
9885,9
9886,8
9887,9
9888,5
9889,6
9890,9
9891,0
9892,7
9893,7
9894,1
9895,2
9896,6
9897,3
9898,6
9899,3
9900,0
9901,2
9902,6
9903,8
9904,4
9905,1
9906,8
9907,3
9908,6
9909,1
9910,5
9911,5
9912,6
9913,5
9914,3
9915,5
9916,5
9917,4
9918,8
9919,8
9920,3
9921,0
9922,7
9923,3
9924,5
9925,6
9926,2
9927,1
9928,3
9929,3
9930,7
9931,10
9932,9
9933,7
9934,7
9935,8
9936,8
9937,5
9938,6
9939,5
9940,2
9941,4
9942,7
9943,5
9944,8
9945,4
9946,5
9947,5
9948,7
9949,5
9950,7
9951,2
9952,1
9953,6
9954,3
9955,10
9956,8
9957,8
9958,2
9959,3
9960,5
9961,2
9962,10
9963,4
9964,5
9965,7
9966,5
9967,6
9968,10
9969,10
9970,5
9971,6
9972,7
9973,6
9974,5
9975,10
9976,0
9977,7
9978,5
9979,5
9980,2
9981,5
9982,10
9983,5
9984,5
9985,5
9986,6
9987,7
9988,7
9989,5
9990,5
9991,0
9992,5
9993,10
9994,10
9995,4
9996,5
9997,5
9998,8
9999,10
10000,6
10001,8
10002,6
10003,7
10004,7
10005,5
10006,8
10007,5
10008,10
10009,5
10010,5
10011,1
10012,5
10013,5
10014,2
10015,2
10016,10
10017,5
10018,6
10019,8
10020,10
10021,5
10022,4
10023,7
10024,3
10025,7
10026,9
10027,6
10028,0
10029,9
10030,7
10031,10
10032,9
10033,9
10034,9
10035,8
10036,6
10037,8
10038,8
10039,8
10040,9
10041,6
10042,10
10043,5
10044,0
10045,7
10046,8
10047,9
10048,5
10049,5
10050,2
10051,8
10052,5
10053,0
10054,3
10055,0
10056,6
10057,10
10058,5
10059,5
10060,10
10061,8
10062,7
10063,8
10064,5
10065,8
10066,10
10067,9
10068,5
10069,8
10070,10
10071,10
10072,10
10073,3
10074,5
10075,5
10076,3
10077,5
10078,6
10079,10
10080,7
10081,10
10082,8
10083,5
10084,6
10085,5
10086,6
10087,5
10088,9
10089,6
10090,10
10091,10
10092,5
10093,10
10094,5
10095,8
10096,7
10097,10
10098,5
10099,10
10100,8
10101,2
10102,10
10103,3
10104,10
10105,6
10106,7
10107,10
10108,10
10109,10
10110,10
10111,3
10112,7
10113,3
10114,5
10115,10
10116,10
10117,2
10118,4
10119,10
10120,6
10121,7
10122,7
10123,7
10124,5
10125,3
10126,3
10127,6
10128,2
10129,6
10130,5
10131,6
10132,6
10133,4
10134,6
10135,5
10136,8
10137,4
10138,5
10139,5
10140,8
10141,5
10142,6
10143,4
10144,4
10145,7
10146,0
10147,6
10148,5
10149,5
10150,5
10151,10
10152,3
10153,5
10154,6
10155,8
10156,9
10157,7
10158,6
10159,8
10160,6
10161,10
10162,5
10163,2
10164,7
10165,8
10166,8
10167,10
10168,5
10169,10
10170,4
10171,10
10172,5
10173,8
10174,10
10175,10
10176,7
10177,8
10178,10
10179,4
10180,10
10181,5
10182,6
10183,5
10184,5
10185,0
10186,7
10187,10
10188,6
10189,5
10190,10
10191,7
10192,8
10193,4
10194,0
10195,8
10196,1
10197,6
10198,5
10199,10
10200,5
10201,10
10202,2
10203,10
10204,5
10205,5
10206,5
10207,5
10208,5
10209,0
10210,7
10211,2
10212,7
10213,2
10214,7
10215,6
10216,6
10217,8
10218,4
10219,7
10220,5
10221,5
10222,5
10223,5
10224,5
10225,5
10226,5
10227,5
10228,5
10229,5
10230,5
10231,5
10232,0
10233,5
10234,0
10235,5
10236,5
10237,5
10238,8
10239,5
10240,8
10241,5
10242,6
10243,5
10244,8
10245,5
10246,8
10247,2
10248,10
10249,3
10250,10
10251,5
10252,5
10253,8
10254,5
10255,5
10256,5
10257,6
10258,5
10259,10
10260,8
10261,8
10262,2
10263,10
10264,5
10265,5
10266,5
10267,5
10268,5
10269,5
10270,5
10271,5
10272,5
10273,5
10274,5
10275,5
10276,5
10277,5
10278,5
10279,5
10280,5
10281,5
10282,5
10283,5
10284,5
10285,5
10286,5
10287,5
10288,1
10289,5
10290,5
10291,7
10292,5
10293,5
10294,5
10295,5
10296,5
10297,5
10298,5
10299,5
10300,6
10301,3
10302,5
10303,5
10304,5
10305,5
10306,5
10307,6
10308,5
10309,5
10310,5
10311,7
10312,5
10313,5
10314,8
10315,6
10316,6
10317,7
10318,7
10319,5
10320,9
10321,7
10322,7
10323,3
10324,5
10325,6
10326,4
10327,6
10328,8
10329,4
10330,6
10331,5
10332,7
10333,5
10334,5
10335,2
10336,2
10337,5
10338,6
10339,5
10340,6
10341,7
10342,6
10343,4
10344,2
10345,4
10346,3
10347,2
10348,9
10349,10
10350,5
10351,5
10352,5
10353,3
10354,0
10355,10
10356,5
10357,6
10358,5
10359,5
10360,5
10361,6
10362,6
10363,4
10364,7
10365,7
10366,4
10367,7
10368,2
10369,5
10370,5
10371,10
10372,8
10373,9
10374,5
10375,7
10376,5
10377,8
10378,4
10379,8
10380,6
10381,10
10382,7
10383,10
10384,5
10385,3
10386,5
10387,8
10388,5
10389,5
10390,6
10391,6
10392,6
10393,7
10394,3
10395,8
10396,3
10397,7
10398,10
10399,6
10400,3
10401,6
10402,5
10403,5
10404,5
10405,5
10406,5
10407,5
10408,0
10409,0
10410,7
10411,7
10412,6
10413,5
10414,4
10415,5
10416,7
10417,10
10418,5
10419,5
10420,5
10421,5
10422,10
10423,2
10424,3
10425,5
10426,5
10427,5
10428,10
10429,5
10430,5
10431,10
10432,5
10433,10
10434,9
10435,0
10436,3
10437,0
10438,10
10439,6
10440,5
10441,5
10442,10
10443,5
10444,5
10445,5
10446,6
10447,8
10448,6
10449,10
10450,5
10451,4
10452,5
10453,4
10454,5
10455,8
10456,8
10457,10
10458,8
10459,5
10460,5
10461,5
10462,5
10463,5
10464,7
10465,5
10466,5
10467,10
10468,8
10469,10
10470,8
10471,6
10472,3
10473,3
10474,2
10475,7
10476,4
10477,5
10478,7
10479,7
10480,5
10481,8
10482,6
10483,6
10484,3
10485,5
10486,8
10487,8
10488,10
10489,6
10490,6
10491,6
10492,7
10493,6
10494,6
10495,8
10496,5
10497,5
10498,7
10499,6
10500,5
10501,6
10502,6
10503,10
10504,10
10505,10
10506,10
10507,0
10508,10
10509,3
10510,0
10511,5
10512,0
10513,4
10514,4
10515,5
10516,10
10517,5
10518,5
10519,10
10520,5
10521,0
10522,7
10523,0
10524,8
10525,8
10526,8
10527,8
10528,5
10529,7
10530,8
10531,10
10532,6
10533,5
10534,10
10535,5
10536,10
10537,6
10538,7
10539,8
10540,3
10541,5
10542,4
10543,4
10544,5
10545,10
10546,1
10547,5
10548,3
10549,5
10550,5
10551,6
10552,6
10553,3
10554,4
10555,7
10556,7
10557,6
10558,10
10559,5
10560,6
10561,2
10562,10
10563,9
10564,8
10565,6
10566,6
10567,4
10568,4
10569,7
10570,5
10571,6
10572,5
10573,7
10574,2
10575,5
10576,6
10577,10
10578,3
10579,9
10580,5
10581,7
10582,6
10583,6
10584,7
10585,3
10586,5
10587,2
10588,8
10589,6
10590,5
10591,5
10592,4
10593,8
10594,10
10595,3
10596,7
10597,7
10598,5
10599,6
10600,5
10601,3
10602,7
10603,7
10604,8
10605,6
10606,2
10607,8
10608,4
10609,2
10610,8
10611,4
10612,2
10613,6
10614,3
10615,2
10616,0
10617,6
10618,5
10619,4
10620,6
10621,4
10622,6
10623,6
10624,6
10625,7
10626,3
10627,6
10628,3
10629,5
10630,10
10631,5
10632,7
10633,10
10634,2
10635,7
10636,3
10637,7
10638,9
10639,6
10640,5
10641,5
10642,8
10643,7
10644,8
10645,8
10646,4
10647,3
10648,0
10649,5
10650,3
10651,10
10652,5
10653,3
10654,6
10655,5
10656,5
10657,10
10658,4
10659,2
10660,7
10661,5
10662,6
10663,5
10664,8
10665,3
10666,10
10667,7
10668,7
10669,6
10670,4
10671,8
10672,10
10673,6
10674,10
10675,7
10676,5
10677,7
10678,10
10679,2
10680,10
10681,7
10682,6
10683,6
10684,3
10685,10
10686,10
10687,8
10688,8
10689,4
10690,6
10691,5
10692,9
10693,6
10694,7
10695,10
10696,7
10697,8
10698,7
10699,1
10700,5
10701,10
10702,5
10703,7
10704,7
10705,10
10706,10
10707,5
10708,7
10709,1
10710,10
10711,6
10712,2
10713,4
10714,6
10715,7
10716,10
10717,10
10718,5
10719,5
10720,5
10721,5
10722,5
10723,0
10724,7
10725,5
10726,5
10727,10
10728,10
10729,9
10730,8
10731,7
10732,8
10733,8
10734,3
10735,8
10736,8
10737,8
10738,5
10739,5
10740,8
10741,5
10742,5
10743,5
10744,8
10745,6
10746,3
10747,1
10748,7
10749,6
10750,5
10751,7
10752,6
10753,5
10754,6
10755,6
10756,4
10757,4
10758,5
10759,5
10760,5
10761,10
10762,5
10763,5
10764,7
10765,5
10766,5
10767,7
10768,10
10769,3
10770,6
10771,10
10772,4
10773,2
10774,3
10775,3
10776,5
10777,6
10778,3
10779,5
10780,5
10781,5
10782,6
10783,10
10784,10
10785,10
10786,0
10787,3
10788,7
10789,7
10790,3
10791,7
10792,6
10793,5
10794,2
10795,8
10796,5
10797,5
10798,6
10799,7
10800,4
10801,8
10802,2
10803,5
10804,5
10805,6
10806,5
10807,8
10808,7
10809,8
10810,10
10811,5
10812,5
10813,8
10814,6
10815,6
10816,7
10817,4
10818,7
10819,5
10820,6
10821,4
10822,5
10823,6
10824,6
10825,5
10826,6
10827,5
10828,8
10829,6
10830,8
10831,8
10832,10
10833,5
10834,5
10835,10
10836,7
10837,6
10838,8
10839,8
10840,8
10841,6
10842,2
10843,7
10844,0
10845,6
10846,0
10847,6
10848,5
10849,5
10850,5
10851,6
10852,5
10853,5
10854,5
10855,5
10856,5
10857,5
10858,8
10859,5
10860,8
10861,10
10862,3
10863,6
10864,5
10865,10
10866,5
10867,5
10868,5
10869,5
10870,8
10871,6
10872,7
10873,2
10874,3
10875,10
10876,5
10877,10
10878,10
10879,6
10880,5
10881,5
10882,6
10883,6
10884,5
10885,0
10886,3
10887,5
10888,8
10889,7
10890,7
10891,9
10892,8
10893,5
10894,10
10895,10
10896,7
10897,8
10898,1
10899,5
10900,4
10901,6
10902,10
10903,5
10904,7
10905,8
10906,5
10907,7
10908,10
10909,7
10910,0
10911,10
10912,7
10913,5
10914,5
10915,10
10916,10
10917,6
10918,8
10919,5
10920,2
10921,10
10922,6
10923,5
10924,8
10925,5
10926,5
10927,10
10928,2
10929,3
10930,6
10931,5
10932,8
10933,7
10934,8
10935,6
10936,7
10937,7
10938,9
10939,6
10940,6
10941,4
10942,2
10943,6
10944,7
10945,3
10946,5
10947,8
10948,8
10949,7
10950,5
10951,7
10952,10
10953,6
10954,3
10955,7
10956,3
10957,2
10958,5
10959,3
10960,2
10961,3
10962,5
10963,5
10964,5
10965,5
10966,5
10967,3
10968,5
10969,6
10970,5
10971,5
10972,6
10973,9
10974,7
10975,3
10976,3
10977,6
10978,7
10979,7
10980,2
10981,3
10982,5
10983,3
10984,5
10985,2
10986,2
10987,0
10988,10
10989,5
10990,5
10991,7
10992,5
10993,5
10994,10
10995,5
10996,5
10997,5
10998,5
10999,5
11000,5
11001,5
11002,5
11003,5
11004,5
11005,6
11006,6
11007,5
11008,5
11009,10
11010,5
11011,5
11012,5
11013,5
11014,5
11015,5
11016,5
11017,0
11018,3
11019,5
11020,2
11021,10
11022,1
11023,5
11024,5
11025,8
11026,5
11027,5
11028,7
11029,3
11030,3
11031,7
11032,3
11033,8
11034,10
11035,10
11036,7
11037,10
11038,10
11039,10
11040,10
11041,8
11042,5
11043,8
11044,2
11045,3
11046,2
11047,6
11048,6
11049,5
11050,6
11051,9
11052,4
11053,5
11054,8
11055,7
11056,8
11057,8
11058,2
11059,3
11060,9
11061,3
11062,9
11063,8
11064,7
11065,9
11066,9
11067,5
11068,5
11069,8
11070,7
11071,0
11072,6
11073,1
11074,10
11075,6
11076,7
11077,9
11078,8
11079,9
11080,7
11081,7
11082,8
11083,8
11084,5
11085,2
11086,10
11087,5
11088,5
11089,3
11090,5
11091,8
11092,5
11093,3
11094,1
11095,5
11096,2
11097,3
11098,2
11099,1
11100,5
11101,3
11102,10
11103,5
11104,8
11105,10
11106,2
11107,7
11108,7
11109,7
11110,7
11111,6
11112,10
11113,8
11114,8
11115,5
11116,5
11117,5
11118,5
11119,5
11120,5
11121,5
11122,5
11123,5
11124,6
11125,9
11126,5
11127,1
11128,6
11129,8
11130,6
11131,4
11132,7
11133,5
11134,5
11135,4
11136,2
11137,7
11138,2
11139,10
11140,10
11141,10
11142,10
11143,1
11144,0
11145,10
11146,10
11147,2
11148,9
11149,1
11150,4
11151,10
11152,10
11153,10
11154,2
11155,3
11156,4
11157,4
11158,1
11159,0
11160,2
11161,0
11162,2
11163,2
11164,0
11165,3
11166,1
11167,6
11168,5
11169,5
11170,5
11171,5
11172,5
11173,6
11174,10
11175,5
11176,6
11177,7
11178,1
11179,5
11180,5
11181,5
11182,5
11183,0
11184,5
11185,7
11186,5
11187,0
11188,5
11189,5
11190,6
11191,5
11192,10
11193,5
11194,5
11195,5
11196,9
11197,5
11198,5
11199,7
11200,5
11201,8
11202,6
11203,3
11204,5
11205,5
11206,10
11207,7
11208,6
11209,7
11210,7
11211,10
11212,5
11213,7
11214,10
11215,5
11216,8
11217,6
11218,10
11219,0
11220,3
11221,5
11222,10
11223,7
11224,4
11225,4
11226,9
11227,9
11228,6
11229,9
11230,4
11231,0
11232,5
11233,5
11234,5
11235,8
11236,6
11237,8
11238,8
11239,8
11240,8
11241,8
11242,10
11243,9
11244,10
11245,9
11246,5
11247,5
11248,9
11249,10
11250,10
11251,10
11252,2
11253,8
11254,10
11255,7
11256,6
11257,8
11258,6
11259,3
11260,7
11261,7
11262,10
11263,4
11264,7
11265,5
11266,10
11267,10
11268,9
11269,8
11270,6
11271,6
11272,5
11273,10
11274,6
11275,10
11276,10
11277,7
11278,6
11279,4
11280,6
11281,10
11282,10
11283,5
11284,5
11285,10
11286,10
11287,10
11288,10
11289,8
11290,10
11291,8
11292,10
11293,10
11294,8
11295,8
11296,8
11297,5
11298,10
11299,5
11300,10
11301,3
11302,5
11303,10
11304,8
11305,8
11306,10
11307,5
11308,6
11309,6
11310,10
11311,10
11312,5
11313,5
11314,5
11315,5
11316,10
11317,0
11318,10
11319,10
11320,6
11321,5
11322,10
11323,6
11324,8
11325,5
11326,7
11327,6
11328,5
11329,6
11330,7
11331,5
11332,10
11333,10
11334,5
11335,10
11336,7
11337,8
11338,6
11339,10
11340,5
11341,10
11342,10
11343,10
11344,7
11345,9
11346,6
11347,8
11348,6
11349,5
11350,7
11351,7
11352,10
11353,10
11354,6
11355,5
11356,5
11357,3
11358,10
11359,8
11360,7
11361,10
11362,8
11363,10
11364,0
11365,6
11366,2
11367,10
11368,10
11369,6
11370,5
11371,2
11372,10
11373,8
11374,10
11375,5
11376,10
11377,5
11378,7
11379,6
11380,10
11381,6
11382,5
11383,6
11384,8
11385,3
11386,10
11387,5
11388,0
11389,5
11390,8
