stu,skill,crtRatio
299,120,0.0
3272,22,0.5555555555555556
904,119,0.8076923076923077
1121,6,0.0
1983,22,1.0
3284,53,1.0
239,71,0.3333333333333333
261,51,1.0
1467,59,0.42857142857142855
140,60,0.4
99,40,0.0
1322,79,0.8695652173913043
3314,22,1.0
1812,76,0.5
733,28,0.8
2374,91,0.5
155,112,1.0
1204,22,1.0
459,38,1.0
849,27,0.7857142857142857
991,51,1.0
727,49,0.8333333333333334
713,18,0.75
445,59,0.9166666666666666
1048,51,1.0
1462,8,0.6666666666666666
1465,25,1.0
1729,85,0.75
3275,119,1.0
510,64,0.6666666666666666
741,29,1.0
3313,76,0.6
2121,22,0.8
2067,93,0.3333333333333333
1824,71,0.6
421,21,0.0
938,58,0.3
227,0,0.0
3258,110,0.6363636363636364
250,80,0.3333333333333333
621,54,0.9411764705882353
443,79,1.0
265,47,0.5
1835,28,0.7857142857142857
255,84,1.0
3302,0,1.0
466,107,0.7272727272727273
3323,56,0.6
2368,76,0.4
136,49,0.5454545454545454
1182,61,0.6666666666666666
166,22,1.0
147,96,1.0
290,73,0.8333333333333334
2933,15,1.0
3106,73,0.5555555555555556
53,76,1.0
2468,13,1.0
1519,119,1.0
3319,60,0.6666666666666666
3329,6,0.75
1295,18,0.7692307692307693
2102,22,0.1875
1638,2,0.6
3212,51,0.0
333,97,1.0
2683,37,1.0
2034,29,0.5
1018,28,0.4117647058823529
713,15,1.0
103,66,1.0
1774,85,0.4
2495,80,1.0
2058,119,1.0
60,54,1.0
2049,53,0.6666666666666666
718,38,0.0
172,89,0.5
321,34,1.0
3020,118,0.75
2611,85,0.6666666666666666
3307,41,0.8571428571428571
139,90,0.8333333333333334
1766,61,1.0
170,54,0.8
2598,51,1.0
3279,67,0.7
2047,76,0.6666666666666666
3269,110,0.75
3324,44,1.0
259,28,0.6716417910447762
142,38,0.5384615384615384
926,64,0.6153846153846154
3301,79,1.0
387,84,0.8235294117647058
3299,59,0.41935483870967744
1628,3,0.0
1483,59,0.46153846153846156
33,91,0.5
3329,99,1.0
2353,37,0.2857142857142857
611,68,1.0
2351,51,0.75
3319,96,0.75
94,46,1.0
2419,80,1.0
2605,7,1.0
145,111,1.0
3312,51,1.0
2627,18,0.5
426,47,1.0
541,93,1.0
2350,91,1.0
868,52,1.0
2452,85,0.8333333333333334
3211,116,0.0
3308,50,1.0
1514,45,0.6
1622,18,0.0
2380,51,0.14285714285714285
3262,119,1.0
3262,44,1.0
357,53,0.48
1053,30,0.5
928,62,0.5
3284,45,0.75
250,81,0.8333333333333334
2964,37,1.0
1995,29,1.0
3296,81,1.0
2496,121,0.5
3306,21,0.8333333333333334
36,107,0.7333333333333333
1622,28,0.2
269,91,0.3695652173913043
138,118,0.8125
3164,76,0.8
1514,120,0.0
2047,97,0.8
1577,74,0.5
1994,49,0.75
895,107,0.8235294117647058
3311,80,0.75
861,67,0.0
3301,13,0.5
1544,38,0.5
3301,97,0.6176470588235294
137,16,1.0
137,79,1.0
2045,119,1.0
43,95,1.0
243,18,0.9090909090909091
142,32,0.7142857142857143
3319,69,1.0
31,22,0.8
1727,61,0.75
645,18,0.8125
1279,119,0.2857142857142857
141,120,1.0
2048,116,1.0
3266,64,0.7692307692307693
3274,120,0.5833333333333334
2010,29,1.0
276,119,0.5
425,100,1.0
3307,74,1.0
1022,85,0.0
57,118,0.7142857142857143
73,112,0.7272727272727273
59,51,0.8125
3260,23,0.8
265,39,1.0
3147,73,1.0
208,51,0.8571428571428571
397,74,0.0
2469,121,1.0
257,119,0.5833333333333334
3276,111,0.3333333333333333
3311,18,1.0
248,112,1.0
3014,74,0.5
1891,22,0.8888888888888888
3272,95,1.0
172,73,0.5333333333333333
3268,6,1.0
43,17,0.0
292,19,1.0
2125,99,1.0
243,60,0.5
2942,108,1.0
155,69,1.0
3296,47,0.6
2296,100,1.0
3322,69,1.0
455,97,1.0
3318,12,1.0
93,51,0.75
3269,74,0.8235294117647058
745,18,1.0
250,37,0.76
425,65,0.75
2322,76,0.6
3322,99,0.7142857142857143
159,66,1.0
466,54,1.0
903,81,0.8
2654,30,0.0
885,73,1.0
330,73,1.0
468,4,0.7142857142857143
457,22,0.8571428571428571
1518,30,0.6
2494,52,0.8571428571428571
2570,72,0.2857142857142857
2851,50,0.7857142857142857
248,50,0.8125
473,73,0.9166666666666666
302,95,0.75
1173,84,1.0
3311,113,0.6666666666666666
292,54,0.75
1989,85,0.9090909090909091
3255,74,0.8125
10,22,1.0
42,18,0.6666666666666666
3290,121,1.0
3290,30,1.0
2970,22,0.75
210,96,0.21428571428571427
151,114,1.0
900,84,0.9090909090909091
3295,21,0.5
2043,18,1.0
37,59,1.0
2910,16,0.5714285714285714
1478,67,0.4
105,84,0.75
3317,44,1.0
344,68,1.0
1815,41,0.0
810,118,0.42857142857142855
185,112,1.0
275,77,1.0
717,37,1.0
138,72,0.6666666666666666
137,38,0.8
801,85,0.5714285714285714
2954,72,0.5
330,108,0.625
1120,79,1.0
839,29,0.75
250,64,0.6333333333333333
1491,100,1.0
2004,5,1.0
2176,81,0.8333333333333334
1042,54,0.5555555555555556
3154,118,0.6666666666666666
3329,41,1.0
1214,22,1.0
142,30,1.0
565,88,1.0
3326,92,0.8888888888888888
287,95,0.5
1598,61,0.14285714285714285
103,41,0.5
849,84,1.0
3289,85,1.0
259,0,0.6
2043,63,0.75
144,28,0.8461538461538461
176,118,0.4444444444444444
153,44,1.0
2647,120,0.2
1014,59,0.6
1543,2,0.75
662,68,1.0
2038,22,1.0
104,21,0.0
2580,97,0.7
3279,17,0.7
265,6,0.6666666666666666
3323,86,0.6176470588235294
149,74,0.8
2004,24,0.75
1577,0,0.0
3316,2,0.7619047619047619
86,84,1.0
1554,85,0.0
2200,95,0.5
32,37,0.8
795,73,0.875
3323,17,1.0
98,0,0.0
2345,30,1.0
3300,99,1.0
165,81,0.75
1285,3,0.0
161,41,0.8333333333333334
3277,48,1.0
2031,77,0.5
3328,79,1.0
3322,61,0.0
2178,22,0.1
677,18,1.0
2466,65,1.0
3266,94,0.75
2223,112,0.0
2636,74,0.0
105,119,0.0
1989,108,0.8571428571428571
2075,58,0.5517241379310345
844,76,1.0
404,79,0.8214285714285714
3171,76,1.0
1263,51,1.0
3281,97,0.8823529411764706
866,53,0.0
847,119,0.5555555555555556
166,116,0.6
236,93,0.875
475,119,1.0
567,59,1.0
716,38,0.0
616,79,0.875
964,111,0.14285714285714285
147,18,0.9375
2573,112,0.8333333333333334
857,118,0.6296296296296297
1478,86,0.717948717948718
179,88,1.0
862,73,0.4
253,29,0.75
766,60,0.0
263,97,0.47540983606557374
651,86,0.6
2383,22,1.0
1330,28,0.5
257,30,0.7142857142857143
1894,22,0.5483870967741935
911,95,0.6363636363636364
2038,59,0.8888888888888888
3306,56,0.8
3255,17,0.8
3256,16,1.0
148,2,0.9090909090909091
921,62,0.3076923076923077
861,81,0.14285714285714285
2772,17,0.3333333333333333
2875,28,0.0
2258,118,0.0
3307,113,0.75
2930,93,1.0
905,22,0.78125
69,28,0.6666666666666666
414,2,0.5909090909090909
3306,114,1.0
330,15,1.0
158,31,0.5
3279,99,1.0
303,113,1.0
3269,47,0.6666666666666666
193,85,1.0
264,67,1.0
2587,53,1.0
909,118,0.0
302,21,0.25
30,66,1.0
3326,116,0.7560975609756098
3262,121,0.6
1993,114,1.0
184,71,0.8333333333333334
394,53,0.6666666666666666
65,67,0.0
97,102,0.6666666666666666
1627,45,0.0
142,121,0.75
1508,90,0.5
545,74,0.0
256,28,0.6346153846153846
1999,2,0.8333333333333334
64,76,1.0
2591,18,1.0
458,92,1.0
3258,111,0.2
81,85,0.42857142857142855
3321,56,1.0
2433,2,1.0
204,33,0.6666666666666666
263,0,0.25
676,74,0.5
3294,79,1.0
159,121,0.5
446,120,0.8571428571428571
330,34,0.0
2173,4,0.25
3264,28,0.7647058823529411
1292,37,0.8888888888888888
1117,64,1.0
2062,48,1.0
2460,121,1.0
3262,95,0.9
68,62,0.8333333333333334
1590,116,0.42857142857142855
227,93,0.6
302,48,1.0
728,103,1.0
3292,37,0.7857142857142857
245,16,0.6666666666666666
1825,38,1.0
2345,22,0.625
3301,50,0.46153846153846156
1124,113,1.0
781,51,0.6666666666666666
375,120,1.0
1992,15,1.0
1988,54,1.0
2047,18,0.8
290,51,1.0
439,88,0.9090909090909091
458,26,0.0
2055,99,0.0
1552,74,0.6
331,74,0.75
153,1,1.0
268,4,0.8
3200,10,1.0
505,33,0.7777777777777778
298,102,0.0
627,23,0.0
1362,59,0.6538461538461539
470,86,0.2222222222222222
35,91,0.3333333333333333
172,51,0.8
2052,59,0.9
109,120,1.0
2691,91,1.0
1020,51,1.0
1514,112,0.8
2574,49,1.0
2602,2,0.8
3328,28,0.7857142857142857
977,97,1.0
2026,108,1.0
2003,120,1.0
3216,14,0.0
3300,30,1.0
1498,38,0.5555555555555556
146,80,0.5
766,52,1.0
3277,118,1.0
2050,22,0.75
1518,100,0.0
42,75,0.0
258,119,1.0
1465,71,0.5555555555555556
1303,4,0.6666666666666666
587,38,1.0
677,15,1.0
2585,28,1.0
3084,18,0.7
2466,7,1.0
3266,4,0.0
320,112,0.6666666666666666
444,120,0.6
2646,65,0.5
3264,74,0.8181818181818182
806,118,0.5714285714285714
425,23,1.0
263,39,0.0
666,38,0.0
993,37,0.75
1179,53,0.0
171,45,0.5238095238095238
1588,99,0.5
290,16,0.8
1540,56,0.18181818181818182
290,116,0.8064516129032258
3293,121,0.0
35,24,1.0
184,111,0.2
3305,53,0.7368421052631579
2798,74,1.0
761,3,1.0
57,78,0.0
1540,15,0.6666666666666666
112,99,1.0
136,118,0.9090909090909091
2117,84,0.8
3270,0,0.47058823529411764
136,30,1.0
1512,76,1.0
291,102,0.5
1240,28,0.75
1345,18,0.8888888888888888
2646,7,1.0
231,37,0.3333333333333333
257,60,1.0
1515,54,0.7142857142857143
1362,85,0.6
163,112,1.0
1547,85,0.0
2819,53,0.25
201,51,0.8571428571428571
1885,22,0.8571428571428571
3283,119,1.0
2052,88,0.9
284,111,1.0
448,58,0.8333333333333334
1074,119,0.75
2014,28,0.0
264,118,1.0
261,76,1.0
2356,120,0.0
335,49,0.5
3258,95,0.3076923076923077
474,91,1.0
2036,61,1.0
34,73,1.0
264,47,0.4
451,4,1.0
30,24,1.0
1406,74,1.0
873,117,1.0
840,81,0.6
3310,32,1.0
1457,11,1.0
311,66,1.0
52,49,0.0
2273,84,0.5789473684210527
2105,95,1.0
174,22,1.0
22,64,0.5714285714285714
755,74,0.5
368,51,1.0
252,118,0.6842105263157895
2808,50,1.0
3321,118,1.0
2785,97,1.0
488,62,0.45454545454545453
2108,84,0.8
2758,22,1.0
2060,59,0.6363636363636364
3242,99,0.6666666666666666
1592,26,0.0
171,93,0.8888888888888888
452,80,0.6
1211,22,1.0
2416,7,1.0
1988,85,0.8571428571428571
2934,37,0.8333333333333334
3199,104,0.75
265,120,0.8571428571428571
2127,16,0.0
2024,88,0.7142857142857143
267,15,0.7777777777777778
2,77,1.0
2,18,1.0
329,2,1.0
3305,15,1.0
3305,80,1.0
1028,47,1.0
3282,37,1.0
34,108,0.5
264,64,0.8235294117647058
430,18,0.6363636363636364
146,51,1.0
2167,67,0.0
168,72,0.6904761904761905
448,29,0.7333333333333333
336,24,1.0
598,67,0.4
135,51,0.8666666666666667
1161,85,0.5
732,18,1.0
3243,99,1.0
1407,5,0.2857142857142857
2002,61,0.8
241,22,0.5
150,59,1.0
2316,28,0.0
3290,91,0.9
1518,22,0.6153846153846154
185,1,0.0
261,53,0.8461538461538461
1996,33,1.0
246,38,0.5714285714285714
109,0,0.7142857142857143
246,100,1.0
1366,118,1.0
334,108,0.4
1914,22,0.0
480,118,0.8333333333333334
345,118,0.6790123456790124
846,84,0.8571428571428571
3135,59,0.35714285714285715
2007,108,0.8888888888888888
1,81,1.0
348,53,0.6666666666666666
3277,99,1.0
52,86,0.5
3254,113,1.0
3254,30,1.0
869,99,0.5
258,66,1.0
363,41,0.2
3270,47,0.6
261,116,0.8571428571428571
2942,72,0.6
2753,99,0.0
662,85,0.6
51,79,1.0
1245,51,0.0
445,91,1.0
163,72,0.75
844,5,0.42857142857142855
576,18,0.25
3297,49,0.22807017543859648
289,62,1.0
250,93,0.8888888888888888
2978,85,0.0
1592,119,0.125
3308,114,0.6
258,18,0.8333333333333334
935,119,0.45977011494252873
55,84,1.0
2221,119,0.625
119,122,0.0
261,68,0.5
3306,23,0.8
2601,85,0.625
157,45,0.75
3204,54,0.0
919,91,1.0
296,91,1.0
2036,53,0.75
34,49,0.0
1354,118,0.6666666666666666
2265,84,0.0
621,100,1.0
509,28,0.6
621,11,1.0
860,116,0.0
1812,51,1.0
2044,120,0.2
440,85,1.0
2002,15,1.0
1562,93,1.0
926,62,1.0
2521,72,0.6666666666666666
156,53,0.7692307692307693
941,120,0.3076923076923077
631,51,0.8888888888888888
1264,95,0.6
3253,62,1.0
2007,63,0.75
257,1,1.0
490,84,1.0
1510,91,0.1
286,93,0.7857142857142857
69,73,1.0
140,79,1.0
142,41,0.6666666666666666
2056,27,0.8
3260,53,0.6923076923076923
3310,95,0.7272727272727273
899,22,0.8333333333333334
3266,71,0.7
604,41,0.0
68,21,0.75
843,27,1.0
3194,62,0.8
519,64,0.3333333333333333
3325,50,0.8461538461538461
191,41,0.029411764705882353
135,71,0.7692307692307693
2199,119,0.6666666666666666
429,59,0.5
3282,45,0.5
474,54,1.0
760,93,0.6666666666666666
34,84,1.0
1851,28,0.7857142857142857
397,85,0.6
2060,22,0.75
737,59,1.0
379,116,0.0
736,28,0.7777777777777778
2597,85,0.6
1535,18,0.8666666666666667
854,81,0.5454545454545454
1316,51,0.5
96,118,0.75
2617,86,0.375
764,15,1.0
2077,84,0.75
3275,6,1.0
149,72,0.7666666666666667
256,39,1.0
171,90,0.8333333333333334
3303,53,0.75
853,120,0.0
2299,61,1.0
439,119,1.0
3270,93,0.9
3305,69,1.0
2343,86,1.0
2050,88,0.8181818181818182
77,59,0.9
2046,59,0.875
560,93,0.0
480,84,0.9090909090909091
854,22,0.3
1507,91,0.5454545454545454
1519,54,0.5714285714285714
3320,97,0.7241379310344828
1476,59,0.47058823529411764
1238,84,1.0
1641,24,1.0
2161,120,0.0
260,28,0.7
146,30,1.0
143,80,1.0
2931,119,0.8
446,66,1.0
268,90,0.625
1476,81,1.0
2444,76,1.0
2867,50,1.0
3309,62,1.0
3022,119,0.75
258,2,0.7083333333333334
736,29,1.0
2049,38,0.0
2143,54,1.0
103,54,0.6666666666666666
480,76,1.0
885,118,0.696969696969697
243,73,0.8333333333333334
40,69,1.0
857,84,1.0
262,85,0.875
1996,76,1.0
3297,117,1.0
17,28,0.4
227,76,1.0
246,34,1.0
3311,95,0.7
2047,93,0.5
874,118,0.8333333333333334
90,79,1.0
2431,2,1.0
2159,53,0.0
2578,3,1.0
1541,59,0.0
152,72,0.9333333333333333
2733,64,0.5
3169,99,0.75
3324,93,1.0
2342,19,1.0
662,11,0.6666666666666666
1565,0,0.6666666666666666
2770,17,0.6666666666666666
473,51,0.875
176,49,0.4
156,2,0.8571428571428571
190,33,0.5454545454545454
1552,0,0.0
145,62,1.0
3286,30,0.0
2071,91,0.3333333333333333
2104,22,0.0
41,61,0.3333333333333333
3288,66,1.0
3274,80,0.4166666666666667
40,32,0.5
1283,114,0.6666666666666666
444,61,0.0
2493,13,1.0
2935,93,1.0
135,99,0.6666666666666666
720,38,0.5
875,62,1.0
1668,51,1.0
1994,59,0.8
1183,59,0.7142857142857143
3292,65,1.0
316,23,1.0
3269,18,1.0
155,116,0.7894736842105263
302,96,0.45454545454545453
461,61,0.5
89,4,1.0
459,84,0.8571428571428571
621,81,1.0
3279,94,0.6666666666666666
1037,118,0.75
444,76,0.76
2083,91,1.0
1586,2,0.4
1182,66,1.0
3319,52,1.0
2740,52,1.0
1044,91,0.0
1193,112,1.0
266,22,0.9166666666666666
2665,118,0.8333333333333334
1260,51,0.2857142857142857
256,47,0.5
3303,61,1.0
2076,58,0.5
2403,85,0.0
3264,112,1.0
306,6,0.4
80,92,1.0
167,15,1.0
2062,61,0.6666666666666666
162,53,0.6428571428571429
3300,67,0.8
1587,99,0.6
160,120,0.875
244,15,1.0
3291,2,1.0
2794,76,0.8571428571428571
3023,116,0.75
371,93,0.8333333333333334
2293,91,0.0
1507,118,0.3939393939393939
155,52,1.0
455,48,1.0
2895,49,1.0
2001,18,1.0
3321,65,1.0
57,51,0.4166666666666667
40,5,0.7777777777777778
3011,4,0.5
573,112,0.5
295,119,1.0
63,84,0.88
1224,22,0.6666666666666666
934,120,0.5
3274,67,0.5
1995,67,0.3333333333333333
3180,99,0.0
1678,61,1.0
2008,88,1.0
3325,66,1.0
3325,41,1.0
1568,74,1.0
167,73,0.9375
674,37,0.75
1106,96,0.0
3279,24,1.0
1504,50,0.5
166,37,0.9285714285714286
1238,18,1.0
702,38,1.0
3281,48,0.5
7,4,0.8571428571428571
2583,59,1.0
1557,93,0.6666666666666666
1979,22,0.9
875,107,0.3157894736842105
2059,27,0.875
3328,47,0.6666666666666666
106,120,1.0
2353,54,0.5
2475,85,1.0
1340,28,0.17647058823529413
40,56,1.0
2783,37,0.2
2645,93,0.0
2804,93,1.0
869,95,0.2777777777777778
256,76,0.625
1996,22,1.0
1818,38,0.5
250,62,1.0
2063,67,0.5
3283,60,0.3333333333333333
807,118,1.0
184,114,1.0
1908,22,0.8333333333333334
161,33,1.0
1514,65,1.0
2905,93,1.0
244,67,0.9166666666666666
1433,85,0.8
254,81,1.0
3301,84,1.0
211,68,1.0
3258,24,1.0
427,3,0.0
165,34,1.0
128,44,0.8
154,67,0.8695652173913043
568,27,1.0
3257,66,0.75
81,99,0.6363636363636364
3100,85,0.8333333333333334
3312,119,1.0
3317,50,0.9
1988,77,1.0
3308,110,1.0
403,84,1.0
1386,59,0.782608695652174
266,119,1.0
266,44,1.0
96,56,0.6666666666666666
1583,28,0.45454545454545453
1579,39,0.0
2173,22,0.8333333333333334
2794,111,0.5
2426,2,1.0
1734,61,1.0
185,110,0.4166666666666667
149,59,1.0
93,79,0.8571428571428571
105,79,0.9090909090909091
439,17,0.7
3170,79,0.0
249,30,1.0
3296,21,1.0
1991,111,1.0
3292,44,1.0
580,38,0.0
3269,15,1.0
1409,27,0.8571428571428571
160,96,1.0
3223,2,1.0
137,84,1.0
3298,99,0.6
2045,108,1.0
1509,79,1.0
967,51,0.8888888888888888
2029,85,0.42857142857142855
336,23,0.6666666666666666
1344,28,0.4444444444444444
3319,1,1.0
1889,22,1.0
31,118,0.8181818181818182
410,2,0.5263157894736842
3257,0,1.0
116,66,1.0
263,28,0.6
439,21,0.8333333333333334
430,77,0.8
183,51,1.0
1054,38,0.0
143,49,0.5454545454545454
438,51,0.6470588235294118
144,110,1.0
2048,111,1.0
172,120,0.6666666666666666
854,4,0.18181818181818182
342,37,0.8333333333333334
3264,86,0.48148148148148145
948,85,0.1
239,51,0.6428571428571429
1175,59,0.5
2121,79,1.0
443,32,0.0
1314,118,1.0
3325,74,0.75
171,16,1.0
1220,29,1.0
1469,110,0.0
1555,85,0.75
167,81,1.0
1504,81,1.0
2565,112,1.0
1827,71,0.6666666666666666
3314,24,1.0
3291,23,1.0
36,32,0.6666666666666666
757,38,1.0
470,95,0.0
3268,66,1.0
1509,13,0.0
1815,0,0.3333333333333333
3201,119,0.76
1056,74,0.7777777777777778
474,119,0.8571428571428571
3318,64,1.0
469,73,0.7647058823529411
487,91,0.5
1471,93,0.16666666666666666
2056,88,0.7857142857142857
2953,37,0.8
468,73,0.8181818181818182
2223,62,0.6666666666666666
188,73,0.8333333333333334
3314,2,0.9090909090909091
3284,78,0.0
730,86,0.75
1068,67,0.21428571428571427
3306,67,1.0
3325,111,1.0
161,66,0.5
1281,28,0.25
89,95,0.6666666666666666
2766,22,1.0
3313,111,0.6
341,62,0.9166666666666666
166,16,1.0
147,94,1.0
3004,119,1.0
56,84,1.0
143,103,1.0
973,16,0.5714285714285714
447,90,1.0
1480,95,1.0
3313,112,1.0
1137,33,0.0
2955,38,0.4
2654,118,0.4166666666666667
1300,118,0.43333333333333335
1279,28,0.6666666666666666
9,54,0.6666666666666666
103,33,0.3333333333333333
310,113,1.0
1623,85,0.0
2302,61,0.0
157,86,0.8823529411764706
1833,28,1.0
1442,28,0.0
2058,73,1.0
40,114,1.0
2452,65,1.0
431,120,1.0
119,44,0.6
275,54,1.0
186,41,0.55
2286,95,0.0
944,58,0.8333333333333334
2956,37,0.2
2077,58,0.3
161,111,1.0
410,37,0.5
2039,37,0.9
3269,96,0.75
1232,55,0.0
2710,97,0.0
254,68,1.0
3301,65,1.0
86,27,0.9
883,119,0.16470588235294117
262,72,0.6363636363636364
2303,91,0.0
117,69,1.0
366,67,0.5
259,79,1.0
257,95,0.7142857142857143
2218,2,0.6666666666666666
94,115,1.0
292,28,0.7407407407407407
935,107,0.7272727272727273
2035,5,0.8
2031,116,1.0
32,66,1.0
196,67,0.034482758620689655
3275,86,0.47619047619047616
2418,117,0.75
3308,48,1.0
3262,113,1.0
286,99,1.0
359,61,0.3
1587,75,0.16666666666666666
2497,7,1.0
685,37,1.0
36,65,1.0
2451,2,1.0
183,22,0.5555555555555556
3274,56,0.6666666666666666
1817,91,0.0
3259,49,0.8181818181818182
1619,39,0.4
3296,56,1.0
3272,37,0.7647058823529411
3269,69,1.0
567,18,0.75
735,59,1.0
946,51,0.8571428571428571
137,73,1.0
2458,52,1.0
3323,91,0.8333333333333334
259,113,0.75
3300,47,1.0
1627,66,0.75
871,62,0.6666666666666666
3327,118,0.8333333333333334
3323,64,0.7857142857142857
93,119,1.0
2395,76,1.0
234,84,0.8333333333333334
1258,79,0.75
2048,114,1.0
448,53,1.0
62,95,0.3333333333333333
540,2,1.0
969,119,0.32075471698113206
1470,106,1.0
1192,3,0.0
237,22,1.0
104,27,1.0
2964,62,0.0
239,20,0.4166666666666667
359,53,0.5
2005,120,0.5
3296,122,0.0
221,33,0.7142857142857143
3322,85,0.5185185185185185
2743,38,0.0
1994,86,1.0
3310,116,0.9166666666666666
248,110,1.0
3311,16,1.0
3268,4,1.0
360,41,0.75
3264,93,0.7777777777777778
2345,37,0.2222222222222222
2500,65,1.0
136,47,1.0
2918,38,0.6666666666666666
79,118,0.8571428571428571
459,110,1.0
574,66,1.0
374,30,0.8
287,62,0.375
3322,71,1.0
2637,38,0.0
1142,48,0.5
1243,51,0.35
505,53,0.7333333333333333
3307,116,0.7777777777777778
3295,54,1.0
2068,22,0.75
835,73,1.0
2039,76,0.75
225,51,0.8571428571428571
3311,92,0.8571428571428571
2115,118,0.5714285714285714
1231,51,1.0
36,119,0.9090909090909091
826,37,0.6666666666666666
159,64,1.0
3284,0,0.25
104,118,0.75
3263,72,0.6060606060606061
136,91,0.9
2005,29,1.0
2384,84,0.8
255,22,0.8333333333333334
3299,96,0.42857142857142855
182,17,0.7333333333333333
2098,119,0.19047619047619047
248,28,0.8148148148148148
504,51,0.8333333333333334
567,49,0.0
135,92,0.7777777777777778
1263,79,0.36363636363636365
29,96,0.5454545454545454
203,41,0.16666666666666666
147,24,1.0
3272,120,0.375
2051,18,1.0
899,67,0.0
1618,84,1.0
268,18,0.8421052631578947
447,28,1.0
447,119,1.0
1480,25,1.0
1993,54,1.0
197,67,0.15384615384615385
2248,91,0.6
1899,22,1.0
243,23,1.0
3290,16,1.0
2964,71,0.3333333333333333
1627,97,0.5
142,61,0.75
460,67,0.5714285714285714
2218,35,1.0
30,22,0.9090909090909091
2061,59,0.7857142857142857
138,37,0.9230769230769231
257,0,0.3333333333333333
690,18,1.0
855,61,0.0
249,93,0.7
3262,73,0.9375
3274,13,0.6
37,61,1.0
1629,97,0.1
2000,99,1.0
182,114,0.25
2244,22,0.6666666666666666
2010,54,0.6666666666666666
3310,37,0.8235294117647058
59,28,0.0
2498,2,0.8333333333333334
2552,18,1.0
507,85,0.6
2005,91,0.5
257,64,0.8571428571428571
2062,95,1.0
152,41,0.6666666666666666
1995,37,0.6666666666666666
3301,7,1.0
32,54,0.8571428571428571
1059,81,0.75
253,60,0.5
165,21,1.0
142,24,1.0
32,12,1.0
1821,107,0.6
760,37,0.8
3289,56,1.0
2495,13,0.0
448,61,0.625
1906,22,0.5945945945945946
2331,118,0.6363636363636364
176,54,1.0
2517,4,1.0
3317,28,0.8387096774193549
3324,116,0.8947368421052632
243,71,0.8666666666666667
1543,0,0.0
570,18,0.6666666666666666
1760,61,0.0
2964,54,1.0
1479,8,1.0
576,5,0.2727272727272727
2062,58,0.75
1264,119,0.8
2130,18,1.0
538,74,0.0
180,29,1.0
183,28,0.8387096774193549
1577,2,0.75
1448,112,0.0
2043,73,0.6153846153846154
2129,116,0.0
169,73,0.9375
184,45,0.5555555555555556
1721,24,0.75
65,34,0.0
3288,38,0.5384615384615384
3279,56,0.6153846153846154
573,4,0.7272727272727273
1749,76,1.0
851,119,0.7
1246,22,0.7142857142857143
1023,73,1.0
1482,4,0.8571428571428571
2317,54,0.75
2223,118,0.1875
57,73,0.7
2998,62,1.0
2010,85,1.0
3327,52,1.0
3307,61,1.0
3261,59,1.0
1506,22,0.2222222222222222
2180,22,0.8333333333333334
236,99,0.75
2915,27,1.0
2379,84,1.0
424,22,0.8
427,95,0.6
270,118,0.75
3311,45,1.0
503,33,0.0
3272,112,1.0
386,91,1.0
2061,73,0.75
2564,3,0.0
269,79,1.0
1997,2,0.8333333333333334
88,76,1.0
3151,73,1.0
243,116,0.8125
646,86,0.6842105263157895
936,51,0.8571428571428571
220,33,0.1875
2296,28,1.0
1508,30,1.0
2195,4,0.625
861,51,0.3076923076923077
1179,84,0.5384615384615384
1614,118,0.6666666666666666
167,54,0.9333333333333333
3276,119,1.0
2317,91,1.0
2830,37,1.0
761,49,0.6428571428571429
159,85,0.7333333333333333
3063,18,1.0
839,51,0.8888888888888888
257,112,1.0
262,59,0.6666666666666666
341,40,0.0
163,52,1.0
843,95,0.8421052631578947
3210,51,1.0
159,61,1.0
258,73,0.8333333333333334
1543,39,0.0
1682,61,1.0
2009,18,1.0
1056,87,1.0
353,51,1.0
81,3,0.0
1516,90,0.6666666666666666
3283,96,1.0
3283,59,1.0
161,85,0.8333333333333334
1265,95,1.0
3260,21,1.0
894,22,0.875
3279,97,0.7368421052631579
264,65,1.0
570,72,0.6923076923076923
731,49,0.46153846153846156
2031,88,0.8
2587,51,1.0
909,120,0.0
2345,84,0.6666666666666666
302,23,0.0
3289,68,0.6
2778,28,0.08333333333333333
1057,67,0.6153846153846154
3255,50,0.75
512,37,0.8571428571428571
269,95,0.7
1993,76,1.0
3310,15,1.0
292,17,0.8888888888888888
850,87,1.0
243,81,1.0
1990,53,0.6666666666666666
588,33,0.0
260,51,0.7142857142857143
3307,84,0.7777777777777778
344,33,0.8333333333333334
2718,106,0.6666666666666666
2043,37,1.0
1086,118,1.0
437,120,0.4
2000,86,1.0
14,62,1.0
341,118,1.0
1254,51,0.2857142857142857
431,79,1.0
1141,53,0.0
2959,50,0.4
3317,59,1.0
74,28,0.7948717948717948
485,54,0.9
2132,119,1.0
2648,65,1.0
36,19,0.0
167,67,0.7777777777777778
114,72,1.0
23,119,0.5
2715,91,1.0
1588,76,0.75
3306,50,0.875
246,93,0.5
263,74,0.68
2925,54,1.0
3302,91,0.9090909090909091
2004,22,1.0
63,38,0.5
1260,118,0.6666666666666666
3259,94,1.0
142,95,0.7058823529411765
3294,112,0.3333333333333333
3255,23,1.0
2952,37,0.625
169,65,1.0
3300,121,0.5
850,58,0.5
146,111,1.0
427,119,0.6923076923076923
2050,53,1.0
2551,112,0.0
263,45,0.45454545454545453
2399,54,0.4444444444444444
522,4,1.0
2776,50,1.0
228,61,0.6666666666666666
286,44,1.0
